player,entity_id,filing_year,filing_period,has_inhouse_filing,inhouse_amount,outside_amount,canonical_spend,method,n_filings
AMERICAN FEDERATION OF TEACHERS,client:103549,2022,third_quarter,True,370000,0,370000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,first_quarter,True,410000,0,410000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,fourth_quarter,True,290000,0,290000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,second_quarter,True,390000,0,390000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,third_quarter,True,250000,0,250000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,first_quarter,True,270000,0,270000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,fourth_quarter,True,400000,0,400000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,second_quarter,True,280000,0,280000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,third_quarter,True,270000,0,270000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2025,first_quarter,True,410000,0,410000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2025,fourth_quarter,True,450000,0,450000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2025,second_quarter,True,460000,0,460000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2025,third_quarter,True,430000,0,430000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2026,first_quarter,True,490000,0,490000,in-house total (outside firms subsumed),1
AMERICAN FINTECH COUNCIL,client:184194,2022,first_quarter,False,0,60000,60000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2022,fourth_quarter,False,0,30000,30000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2022,second_quarter,False,0,30000,30000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2022,third_quarter,False,0,30000,30000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2023,first_quarter,False,0,30000,30000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2023,second_quarter,False,0,10000,10000,outside sum (no in-house filing),1
AMERICAN FINTECH COUNCIL,client:184194,2024,fourth_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
AMERICAN FINTECH COUNCIL,client:184194,2024,second_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICAN FINTECH COUNCIL,client:184194,2024,third_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
AMERICAN FINTECH COUNCIL,client:184194,2025,first_quarter,True,60000,20000,60000,in-house total (outside firms subsumed),2
AMERICAN FINTECH COUNCIL,client:184194,2025,fourth_quarter,True,60000,30000,60000,in-house total (outside firms subsumed),2
AMERICAN FINTECH COUNCIL,client:184194,2025,second_quarter,True,50000,30000,50000,in-house total (outside firms subsumed),2
AMERICAN FINTECH COUNCIL,client:184194,2025,third_quarter,True,60000,30000,60000,in-house total (outside firms subsumed),2
AMERICAN FINTECH COUNCIL,client:184194,2026,first_quarter,True,70000,30000,70000,in-house total (outside firms subsumed),2
AMERICANS FOR TAX REFORM,client:103702,2022,first_quarter,True,50000,0,50000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2022,fourth_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2022,second_quarter,True,50000,0,50000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2022,third_quarter,True,50000,0,50000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2023,first_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2023,fourth_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2023,second_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2023,third_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2024,first_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2024,fourth_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2024,second_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2024,third_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2025,first_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2025,fourth_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2025,second_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2025,third_quarter,True,60000,0,60000,in-house total (outside firms subsumed),1
AMERICANS FOR TAX REFORM,client:103702,2026,first_quarter,True,70000,0,70000,in-house total (outside firms subsumed),1
ANCHORAGE DIGITAL BANK,client:61052,2024,fourth_quarter,False,0,60000,60000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2024,second_quarter,False,0,10000,10000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2024,third_quarter,False,0,60000,60000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2025,first_quarter,False,0,60000,60000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2025,fourth_quarter,False,0,60000,60000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2025,second_quarter,False,0,60000,60000,outside sum (no in-house filing),1
ANCHORAGE DIGITAL BANK,client:61052,2025,third_quarter,False,0,60000,60000,outside sum (no in-house filing),1
"American Airlines, Inc.",client:100462,2022,first_quarter,True,1490000,700000,1490000,in-house total (outside firms subsumed),12
"American Airlines, Inc.",client:100462,2022,fourth_quarter,True,1170000,720000,1170000,in-house total (outside firms subsumed),12
"American Airlines, Inc.",client:100462,2022,second_quarter,True,1090000,705000,1090000,in-house total (outside firms subsumed),12
"American Airlines, Inc.",client:100462,2022,third_quarter,True,1170000,720000,1170000,in-house total (outside firms subsumed),12
"American Airlines, Inc.",client:100462,2023,first_quarter,True,1160000,745000,1160000,in-house total (outside firms subsumed),13
"American Airlines, Inc.",client:100462,2023,fourth_quarter,True,1140000,830000,1140000,in-house total (outside firms subsumed),14
"American Airlines, Inc.",client:100462,2023,second_quarter,True,1150000,765000,1150000,in-house total (outside firms subsumed),13
"American Airlines, Inc.",client:100462,2023,third_quarter,True,1150000,815000,1150000,in-house total (outside firms subsumed),14
"American Airlines, Inc.",client:100462,2024,first_quarter,True,1150000,815000,1150000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2024,fourth_quarter,True,1190000,845000,1190000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2024,second_quarter,True,1130000,865000,1130000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2024,third_quarter,True,1230000,865000,1230000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2025,first_quarter,True,1250000,820000,1250000,in-house total (outside firms subsumed),14
"American Airlines, Inc.",client:100462,2025,fourth_quarter,True,1220000,915000,1220000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2025,second_quarter,True,1210000,890000,1210000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2025,third_quarter,True,1240000,905000,1240000,in-house total (outside firms subsumed),15
"American Airlines, Inc.",client:100462,2026,first_quarter,True,1160000,895000,1160000,in-house total (outside firms subsumed),14
American Association for Justice,client:104895,2022,first_quarter,True,1070000,212750,1070000,in-house total (outside firms subsumed),8
American Association for Justice,client:104895,2022,fourth_quarter,True,1170000,152750,1170000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2022,second_quarter,True,1010000,202750,1010000,in-house total (outside firms subsumed),8
American Association for Justice,client:104895,2022,third_quarter,True,1180000,152750,1180000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2023,first_quarter,True,1130000,182750,1130000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2023,fourth_quarter,True,1380000,214750,1380000,in-house total (outside firms subsumed),7
American Association for Justice,client:104895,2023,second_quarter,True,1350000,182750,1350000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2023,third_quarter,True,1270000,209000,1270000,in-house total (outside firms subsumed),7
American Association for Justice,client:104895,2024,first_quarter,True,1190000,224750,1190000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2024,fourth_quarter,True,1190000,225000,1190000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2024,second_quarter,True,1340000,225000,1340000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2024,third_quarter,True,1170000,200000,1170000,in-house total (outside firms subsumed),5
American Association for Justice,client:104895,2025,first_quarter,True,1400000,225500,1400000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2025,fourth_quarter,True,1770000,225000,1770000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2025,second_quarter,True,1370000,225500,1370000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2025,third_quarter,True,1360000,225000,1360000,in-house total (outside firms subsumed),6
American Association for Justice,client:104895,2026,first_quarter,True,1480000,200000,1480000,in-house total (outside firms subsumed),5
American Bankers Association,client:102650,2022,first_quarter,True,1666000,311000,1666000,in-house total (outside firms subsumed),9
American Bankers Association,client:102650,2022,fourth_quarter,True,2840000,311000,2840000,in-house total (outside firms subsumed),9
American Bankers Association,client:102650,2022,second_quarter,True,1740000,311000,1740000,in-house total (outside firms subsumed),9
American Bankers Association,client:102650,2022,third_quarter,True,2870000,311000,2870000,in-house total (outside firms subsumed),9
American Bankers Association,client:102650,2023,first_quarter,True,1830000,321000,1830000,in-house total (outside firms subsumed),9
American Bankers Association,client:102650,2023,fourth_quarter,True,1910000,371000,1910000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2023,second_quarter,True,2440000,371000,2440000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2023,third_quarter,True,2160000,371000,2160000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2024,first_quarter,True,1750000,371000,1750000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2024,fourth_quarter,True,1570000,431000,1570000,in-house total (outside firms subsumed),11
American Bankers Association,client:102650,2024,second_quarter,True,1490000,371000,1490000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2024,third_quarter,True,1760000,341000,1760000,in-house total (outside firms subsumed),10
American Bankers Association,client:102650,2025,first_quarter,True,1730000,501000,1730000,in-house total (outside firms subsumed),12
American Bankers Association,client:102650,2025,fourth_quarter,True,1700000,596000,1700000,in-house total (outside firms subsumed),12
American Bankers Association,client:102650,2025,second_quarter,True,1960000,621000,1960000,in-house total (outside firms subsumed),13
American Bankers Association,client:102650,2025,third_quarter,True,2170000,616000,2170000,in-house total (outside firms subsumed),13
American Bankers Association,client:102650,2026,first_quarter,True,3140000,596000,3140000,in-house total (outside firms subsumed),12
American Council of Life Insurers,client:100935,2022,first_quarter,True,802683,140000,802683,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2022,fourth_quarter,True,1271337,140000,1271337,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2022,second_quarter,True,743405,140000,743405,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2022,third_quarter,True,792515,80000,792515,in-house total (outside firms subsumed),2
American Council of Life Insurers,client:100935,2023,first_quarter,True,999029,160000,999029,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2023,fourth_quarter,True,1035678,130000,1035678,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2023,second_quarter,True,980852,210000,980852,in-house total (outside firms subsumed),4
American Council of Life Insurers,client:100935,2023,third_quarter,True,887493,230000,887493,in-house total (outside firms subsumed),4
American Council of Life Insurers,client:100935,2024,first_quarter,True,1042541,120000,1042541,in-house total (outside firms subsumed),3
American Council of Life Insurers,client:100935,2024,fourth_quarter,True,1419462,140000,1419462,in-house total (outside firms subsumed),4
American Council of Life Insurers,client:100935,2024,second_quarter,True,798458,100000,798458,in-house total (outside firms subsumed),4
American Council of Life Insurers,client:100935,2024,third_quarter,True,809027,140000,809027,in-house total (outside firms subsumed),4
American Council of Life Insurers,client:100935,2025,first_quarter,True,1746717,240000,1746717,in-house total (outside firms subsumed),5
American Council of Life Insurers,client:100935,2025,fourth_quarter,True,1878641,280000,1878641,in-house total (outside firms subsumed),5
American Council of Life Insurers,client:100935,2025,second_quarter,True,2238097,280000,2238097,in-house total (outside firms subsumed),5
American Council of Life Insurers,client:100935,2025,third_quarter,True,1419989,280000,1419989,in-house total (outside firms subsumed),5
American Council of Life Insurers,client:100935,2026,first_quarter,True,1126104,240000,1126104,in-house total (outside firms subsumed),5
American Express Company,client:100904,2022,first_quarter,True,470000,50000,470000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2022,fourth_quarter,True,440000,50000,440000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2022,second_quarter,True,290000,50000,290000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2022,third_quarter,True,290000,50000,290000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2023,first_quarter,True,480000,50000,480000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2023,fourth_quarter,True,530000,50000,530000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2023,second_quarter,True,340000,50000,340000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2023,third_quarter,True,260000,50000,260000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2024,first_quarter,True,320000,50000,320000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2024,fourth_quarter,True,430000,50000,430000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2024,second_quarter,True,320000,50000,320000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2024,third_quarter,True,300000,50000,300000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2025,first_quarter,True,450000,60000,450000,in-house total (outside firms subsumed),3
American Express Company,client:100904,2025,fourth_quarter,True,460000,100000,460000,in-house total (outside firms subsumed),3
American Express Company,client:100904,2025,second_quarter,True,270000,50000,270000,in-house total (outside firms subsumed),2
American Express Company,client:100904,2025,third_quarter,True,500000,100000,500000,in-house total (outside firms subsumed),3
American Express Company,client:100904,2026,first_quarter,True,340000,100000,340000,in-house total (outside firms subsumed),3
American Transaction Processors Coalition,client:178379,2022,first_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2022,fourth_quarter,False,0,80000,80000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2022,second_quarter,False,0,80000,80000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2022,third_quarter,False,0,80000,80000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2023,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2023,fourth_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2023,second_quarter,False,0,80000,80000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2023,third_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2024,first_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2024,fourth_quarter,False,0,100000,100000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2024,second_quarter,False,0,100000,100000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2024,third_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2025,first_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2025,fourth_quarter,False,0,70000,70000,outside sum (no in-house filing),1
American Transaction Processors Coalition,client:178379,2025,second_quarter,False,0,90000,90000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2025,third_quarter,False,0,80000,80000,outside sum (no in-house filing),2
American Transaction Processors Coalition,client:178379,2026,first_quarter,False,0,30000,30000,outside sum (no in-house filing),1
Americans for Financial Reform,client:202954,2022,first_quarter,True,150000,20000,150000,in-house total (outside firms subsumed),2
Americans for Financial Reform,client:202954,2022,fourth_quarter,True,100000,0,100000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2022,second_quarter,True,110000,0,110000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2022,third_quarter,True,100000,0,100000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2023,first_quarter,True,160000,0,160000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2023,fourth_quarter,True,170000,50000,170000,in-house total (outside firms subsumed),2
Americans for Financial Reform,client:202954,2023,second_quarter,True,180000,0,180000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2023,third_quarter,True,150000,50000,150000,in-house total (outside firms subsumed),2
Americans for Financial Reform,client:202954,2024,first_quarter,True,160000,0,160000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2024,fourth_quarter,True,180000,0,180000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2024,second_quarter,True,140000,0,140000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2024,third_quarter,True,130000,0,130000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2025,first_quarter,True,150000,0,150000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2025,fourth_quarter,True,150000,0,150000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2025,second_quarter,True,150000,0,150000,in-house total (outside firms subsumed),1
Americans for Financial Reform,client:202954,2025,third_quarter,True,150000,0,150000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2022,first_quarter,True,490000,20000,490000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2022,fourth_quarter,True,73000,20000,73000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2022,second_quarter,True,490000,20000,490000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2022,third_quarter,True,410000,20000,410000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2023,first_quarter,True,507000,20000,507000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2023,fourth_quarter,True,440000,20000,440000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2023,second_quarter,True,460000,20000,460000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2023,third_quarter,True,520000,20000,520000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2024,first_quarter,True,460000,20000,460000,in-house total (outside firms subsumed),2
Americans for Prosperity,client:101301,2024,fourth_quarter,True,210000,0,210000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2024,second_quarter,True,260000,0,260000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2024,third_quarter,True,220000,0,220000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2025,first_quarter,True,305000,0,305000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2025,fourth_quarter,True,390000,0,390000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2025,second_quarter,True,340000,0,340000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2025,third_quarter,True,495000,0,495000,in-house total (outside firms subsumed),1
Americans for Prosperity,client:101301,2026,first_quarter,True,700000,0,700000,in-house total (outside firms subsumed),1
"Anchor Labs, Inc.",client:203626,2022,first_quarter,False,0,10000,10000,outside sum (no in-house filing),1
"Anchor Labs, Inc.",client:203626,2022,fourth_quarter,True,100000,80000,100000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2022,second_quarter,True,50000,70000,70000,outside sum (in-house filing under-reported),3
"Anchor Labs, Inc.",client:203626,2022,third_quarter,True,90000,70000,90000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2023,first_quarter,True,100000,80000,100000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2023,fourth_quarter,True,110000,40000,110000,in-house total (outside firms subsumed),2
"Anchor Labs, Inc.",client:203626,2023,second_quarter,True,90000,30000,90000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2023,third_quarter,True,100000,50000,100000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2024,first_quarter,True,100000,70000,100000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2024,fourth_quarter,True,130000,10000,130000,in-house total (outside firms subsumed),2
"Anchor Labs, Inc.",client:203626,2024,second_quarter,True,100000,70000,100000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2024,third_quarter,True,150000,70000,150000,in-house total (outside firms subsumed),3
"Anchor Labs, Inc.",client:203626,2025,first_quarter,True,120000,0,120000,in-house total (outside firms subsumed),1
"Anchor Labs, Inc.",client:203626,2025,fourth_quarter,True,120000,0,120000,in-house total (outside firms subsumed),1
"Anchor Labs, Inc.",client:203626,2025,second_quarter,True,110000,0,110000,in-house total (outside firms subsumed),1
"Anchor Labs, Inc.",client:203626,2025,third_quarter,True,120000,0,120000,in-house total (outside firms subsumed),1
"Ava Labs, Inc.",client:212542,2022,first_quarter,False,0,60000,60000,outside sum (no in-house filing),2
"Ava Labs, Inc.",client:212542,2022,fourth_quarter,False,0,90000,90000,outside sum (no in-house filing),3
"Ava Labs, Inc.",client:212542,2022,second_quarter,False,0,60000,60000,outside sum (no in-house filing),2
"Ava Labs, Inc.",client:212542,2022,third_quarter,False,0,90000,90000,outside sum (no in-house filing),3
