player,entity_id,filing_year,filing_period,has_inhouse_filing,inhouse_amount,outside_amount,canonical_spend,method,n_filings
"A16Z CAPITAL MANAGEMENT, L.L.C. (D/B/A ANDREESSEN HOROWITZ) FKA AH CAPITAL MGMT",client:65079,2025,second_quarter,False,0,80000,80000,outside sum (no in-house filing),1
"A16Z CAPITAL MANAGEMENT, L.L.C. (D/B/A ANDREESSEN HOROWITZ) FKA AH CAPITAL MGMT",client:65079,2025,third_quarter,False,0,80000,80000,outside sum (no in-house filing),1
"A16Z CAPITAL MANAGEMENT, L.L.C. (D/B/A ANDREESSEN HOROWITZ) FKA AH CAPITAL MGMT",client:65079,2026,first_quarter,False,0,80000,80000,outside sum (no in-house filing),1
AARP,client:102643,2022,first_quarter,True,3530000,258375,3530000,in-house total (outside firms subsumed),9
AARP,client:102643,2022,fourth_quarter,True,4180000,252500,4180000,in-house total (outside firms subsumed),9
AARP,client:102643,2022,second_quarter,True,3400000,264500,3400000,in-house total (outside firms subsumed),9
AARP,client:102643,2022,third_quarter,True,4790000,249083,4790000,in-house total (outside firms subsumed),9
AARP,client:102643,2023,first_quarter,True,3850000,274200,3850000,in-house total (outside firms subsumed),9
AARP,client:102643,2023,fourth_quarter,True,5130000,329000,5130000,in-house total (outside firms subsumed),10
AARP,client:102643,2023,second_quarter,True,3650000,329000,3650000,in-house total (outside firms subsumed),10
AARP,client:102643,2023,third_quarter,True,3890000,329000,3890000,in-house total (outside firms subsumed),10
AARP,client:102643,2024,first_quarter,True,4370000,329000,4370000,in-house total (outside firms subsumed),10
AARP,client:102643,2024,fourth_quarter,True,5580000,310000,5580000,in-house total (outside firms subsumed),10
AARP,client:102643,2024,second_quarter,True,5170000,317500,5170000,in-house total (outside firms subsumed),10
AARP,client:102643,2024,third_quarter,True,4820000,297500,4820000,in-house total (outside firms subsumed),9
AARP,client:102643,2025,first_quarter,True,6630000,367500,6630000,in-house total (outside firms subsumed),10
AARP,client:102643,2025,fourth_quarter,True,5300000,357500,5300000,in-house total (outside firms subsumed),9
AARP,client:102643,2025,second_quarter,True,5120000,367500,5120000,in-house total (outside firms subsumed),10
AARP,client:102643,2025,third_quarter,True,3810000,357500,3810000,in-house total (outside firms subsumed),9
AARP,client:102643,2026,first_quarter,True,3830000,257500,3830000,in-house total (outside firms subsumed),7
AAVE LLC,client:213067,2022,first_quarter,False,0,60000,60000,outside sum (no in-house filing),1
AAVE LLC,client:213067,2022,fourth_quarter,False,0,60000,60000,outside sum (no in-house filing),1
AAVE LLC,client:213067,2022,second_quarter,False,0,60000,60000,outside sum (no in-house filing),1
AAVE LLC,client:213067,2022,third_quarter,False,0,60000,60000,outside sum (no in-house filing),1
AAVE LLC,client:213067,2023,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
ACT FOR AMERICA,client:190908,2022,first_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2022,fourth_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2022,second_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2022,third_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2023,first_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2023,fourth_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2023,second_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2023,third_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2024,first_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2024,fourth_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2024,second_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2024,third_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2025,first_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2025,fourth_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2025,second_quarter,True,7500,0,7500,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2025,third_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ACT FOR AMERICA,client:190908,2026,first_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ADOBE SYSTEMS INC.,client:175590,2022,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2022,fourth_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2022,second_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2022,third_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2023,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2023,fourth_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2023,second_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2023,third_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2024,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2024,fourth_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2024,second_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2024,third_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2025,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2025,fourth_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2025,second_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2025,third_quarter,False,0,70000,70000,outside sum (no in-house filing),2
ADOBE SYSTEMS INC.,client:175590,2026,first_quarter,False,0,70000,70000,outside sum (no in-house filing),2
AFL-CIO,client:100404,2022,first_quarter,True,920000,0,920000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2022,fourth_quarter,True,520000,0,520000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2022,second_quarter,True,720000,0,720000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2022,third_quarter,True,520000,0,520000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2023,first_quarter,True,740000,0,740000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2023,fourth_quarter,True,620000,0,620000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2023,second_quarter,True,640000,0,640000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2023,third_quarter,True,480000,0,480000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2024,first_quarter,True,520000,0,520000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2024,fourth_quarter,True,620000,0,620000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2024,second_quarter,True,560000,0,560000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2024,third_quarter,True,720000,0,720000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2025,first_quarter,True,760000,0,760000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2025,fourth_quarter,True,760000,0,760000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2025,second_quarter,True,1020000,0,1020000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2025,third_quarter,True,860000,0,860000,in-house total (outside firms subsumed),1
AFL-CIO,client:100404,2026,first_quarter,True,880000,0,880000,in-house total (outside firms subsumed),1
AICPA Association of International Certified Professional Accountants,client:192162,2022,first_quarter,True,1310000,140000,1310000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2022,fourth_quarter,True,1340000,140000,1340000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2022,second_quarter,True,1300000,140000,1300000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2022,third_quarter,True,1300000,140000,1300000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2023,first_quarter,True,1330000,140000,1330000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2023,fourth_quarter,True,1270000,140000,1270000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2023,second_quarter,True,1330000,140000,1330000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2023,third_quarter,True,1200000,140000,1200000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2024,first_quarter,True,1350000,140000,1350000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2024,fourth_quarter,True,1300000,140000,1300000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2024,second_quarter,True,1330000,140000,1330000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2024,third_quarter,True,1300000,140000,1300000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2025,first_quarter,True,1340000,140000,1340000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2025,fourth_quarter,True,1449000,140000,1449000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2025,second_quarter,True,1400000,140000,1400000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2025,third_quarter,True,1320000,140000,1320000,in-house total (outside firms subsumed),4
AICPA Association of International Certified Professional Accountants,client:192162,2026,first_quarter,True,1500000,140000,1500000,in-house total (outside firms subsumed),4
ALGORAND INC.,client:187798,2022,first_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2022,fourth_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2022,second_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2022,third_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2023,first_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2023,second_quarter,False,0,50000,50000,outside sum (no in-house filing),1
ALGORAND INC.,client:187798,2023,third_quarter,False,0,30000,30000,outside sum (no in-house filing),1
ALLIANCE DEFENDING FREEDOM,client:59048,2024,first_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2024,fourth_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2024,second_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2024,third_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2025,first_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2025,fourth_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2025,second_quarter,True,40000,0,40000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2025,third_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
ALLIANCE DEFENDING FREEDOM,client:59048,2026,first_quarter,True,20000,0,20000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2022,first_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2022,fourth_quarter,True,70000,0,70000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2022,second_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2022,third_quarter,True,70000,0,70000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2023,first_quarter,True,70000,0,70000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2023,fourth_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2023,second_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2023,third_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2024,first_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2024,fourth_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2024,second_quarter,True,90000,0,90000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2024,third_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2025,first_quarter,True,70000,0,70000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2025,fourth_quarter,True,90000,0,90000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2025,second_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2025,third_quarter,True,80000,0,80000,in-house total (outside firms subsumed),1
ALLIANCE FOR RETIRED AMERICANS,client:163876,2026,first_quarter,True,95000,0,95000,in-house total (outside firms subsumed),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2022,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2022,fourth_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2022,second_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2022,third_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2023,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2023,fourth_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2023,second_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2023,third_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2024,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2024,fourth_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2024,second_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2024,third_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2025,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2025,fourth_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2025,second_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2025,third_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN ASSOCIATION OF INDEPENDENT MUSIC,client:204666,2026,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN BAR ASSOCIATION,client:102654,2022,first_quarter,True,220000,33000,220000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2022,fourth_quarter,True,230000,33250,230000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2022,second_quarter,True,220000,34000,220000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2022,third_quarter,True,180000,33250,180000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2023,first_quarter,True,180000,34875,180000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2023,fourth_quarter,True,240000,33875,240000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2023,second_quarter,True,230000,34875,230000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2023,third_quarter,True,200000,33875,200000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2024,first_quarter,True,230000,34875,230000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2024,fourth_quarter,True,240000,34125,240000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2024,second_quarter,True,260000,34875,260000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2024,third_quarter,True,210000,34124,210000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2025,first_quarter,True,260000,34875,260000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2025,fourth_quarter,True,220000,34875,220000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2025,second_quarter,True,280000,34875,280000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2025,third_quarter,True,180000,33750,180000,in-house total (outside firms subsumed),2
AMERICAN BAR ASSOCIATION,client:102654,2026,first_quarter,True,250000,34875,250000,in-house total (outside firms subsumed),2
AMERICAN CONSERVATIVE UNION,client:162029,2022,first_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2022,fourth_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2022,second_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2022,third_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2023,first_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2023,fourth_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2023,second_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2023,third_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2024,first_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN CONSERVATIVE UNION,client:162029,2024,second_quarter,True,10000,0,10000,in-house total (outside firms subsumed),1
AMERICAN EXCHANGE COALITION (INFORMAL COALITION),client:71353,2026,first_quarter,False,0,20000,20000,outside sum (no in-house filing),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2022,first_quarter,True,590000,0,590000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2022,fourth_quarter,True,540000,0,540000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2022,second_quarter,True,510000,0,510000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2022,third_quarter,True,470000,0,470000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2023,first_quarter,True,490000,0,490000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2023,fourth_quarter,True,610000,0,610000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2023,second_quarter,True,550000,0,550000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2023,third_quarter,True,630000,0,630000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2024,first_quarter,True,690000,0,690000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2024,fourth_quarter,True,670000,0,670000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2024,second_quarter,True,680000,0,680000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2024,third_quarter,True,720000,0,720000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2025,first_quarter,True,630000,0,630000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2025,fourth_quarter,True,700000,0,700000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2025,second_quarter,True,770000,0,770000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2025,third_quarter,True,750000,0,750000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES,client:103548,2026,first_quarter,True,600000,0,600000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2022,first_quarter,True,350000,0,350000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2022,fourth_quarter,True,380000,0,380000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2022,second_quarter,True,350000,0,350000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2022,third_quarter,True,370000,0,370000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,first_quarter,True,410000,0,410000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,fourth_quarter,True,290000,0,290000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,second_quarter,True,390000,0,390000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2023,third_quarter,True,250000,0,250000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,first_quarter,True,270000,0,270000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,fourth_quarter,True,400000,0,400000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,second_quarter,True,280000,0,280000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2024,third_quarter,True,270000,0,270000,in-house total (outside firms subsumed),1
AMERICAN FEDERATION OF TEACHERS,client:103549,2025,first_quarter,True,410000,0,410000,in-house total (outside firms subsumed),1
