quarter,date,member_name,party,state,chamber,title,url,src_file,src_line
2024-Q3,2024-08-14,Cynthia M. Lummis,Republican,WY,Senate,"Lummis Introduces Legislation to Preserve National Security, Prevent the Chinese Communist Party from Purchasing American Land",https://www.lummis.senate.gov/press-releases/lummis-introduces-legislation-to-preserve-national-security-prevent-the-chinese-communist-party-from-purchasing-american-land/,congress_press/2024/2024-08.jsonl,1021
2024-Q3,2024-08-16,Lisa Murkowski,Republican,AK,Senate,"Alaska Delegation Renews Call for Protective Actions
on Transboundary Mining",https://www.murkowski.senate.gov/press/release/alaska-delegation-renews-call-for-protective-actionson-transboundary-mining,congress_press/2024/2024-08.jsonl,1194
2024-Q3,2024-08-16,Dan Sullivan,Republican,AK,Senate,Alaska Delegation Renews Call for Protective Actions on Transboundary Mining,https://www.sullivan.senate.gov/newsroom/press-releases/alaska-delegation-renews-call-for-protective-actionson-transboundary-mining,congress_press/2024/2024-08.jsonl,1205
2024-Q3,2024-08-27,Christopher R. Deluzio,Democrat,PA,House,"Deluzio, Fetterman Launch Plan to MAKE STUFF HERE in America Again",https://deluzio.house.gov/media/press-releases/deluzio-fetterman-launch-plan-make-stuff-here-america-again,congress_press/2024/2024-08.jsonl,1566
2024-Q3,2024-09-05,Adrian Smith,Republican,NE,House,"Smith, Colleagues Send Letter to USTR on Mexico's USMCA Obligations",https://adriansmith.house.gov/media/press-releases/smith-colleagues-send-letter-ustr-mexicos-usmca-obligations,congress_press/2024/2024-09.jsonl,160
2024-Q3,2024-09-05,Michael F. Bennet,Democrat,CO,Senate,"Bennet, Hickenlooper Welcome up to $1.1 Billion from Inflation Reduction Act for Rural Electric Cooperatives in Colorado",https://www.bennet.senate.gov/2024/09/05/press-releases-id-04133e9c-37b0-4610-bb53-79897f255e88/,congress_press/2024/2024-09.jsonl,227
2024-Q3,2024-09-06,Jared F. Golden,Democrat,ME,House,Maine Delegation Announces $33.8 Million to Upgrade Hydropower Infrastructure,https://golden.house.gov/media/press-releases/maine-delegation-announces-338-million-to-upgrade-hydropower-infrastructure,congress_press/2024/2024-09.jsonl,288
2024-Q3,2024-09-06,"Angus S. King, Jr.",Independent,ME,Senate,Maine Delegation Announces $33.8 Million to Upgrade Hydropower Infrastructure,https://www.king.senate.gov/newsroom/press-releases/maine-delegation-announces-338-million-to-upgrade-hydropower-infrastructure,congress_press/2024/2024-09.jsonl,339
2024-Q3,2024-09-09,Carlos A. Gimenez,Republican,FL,House,U.S. HOUSE PASSES CONGRESSMAN CARLOS GIMENEZ'S ANTI-CHINA BILL,https://gimenez.house.gov/2024/9/u-s-house-passes-congressman-carlos-gimenez-s-anti-china-bill,congress_press/2024/2024-09.jsonl,399
2024-Q3,2024-09-10,Christopher Murphy,Democrat,CT,Senate,"At Atlantic Council Front Page Event, Murphy Discusses The Future Of Democratic Foreign Policy",https://www.murphy.senate.gov/newsroom/press-releases/at-atlantic-council-front-page-event-murphy-discusses-the-future-of-democratic-foreign-policy,congress_press/2024/2024-09.jsonl,618
2024-Q3,2024-09-11,Chip Roy,Republican,TX,House,Rep. Roy Contacts Energy Storage Companies Regarding Proposed Projects in Kendall and Kerr Counties,https://roy.house.gov/media/press-releases/rep-roy-contacts-energy-storage-companies-regarding-proposed-projects-kendall,congress_press/2024/2024-09.jsonl,731
2024-Q3,2024-09-12,Carol D. Miller,Republican,WV,House,Miller's End Chinese Dominance of Electric Vehicles in America Act of 2024 Passes the House of Representatives,https://miller.house.gov/media/press-releases/millers-end-chinese-dominance-electric-vehicles-america-act-2024-passes-house,congress_press/2024/2024-09.jsonl,877
2024-Q3,2024-09-12,John R. Moolenaar,Republican,MI,House,Moolenaar Votes to End Tax Credit Available for Chinese-Made EVs in America,https://moolenaar.house.gov/media-center/press-releases/moolenaar-votes-end-tax-credit-available-chinese-made-evs-america,congress_press/2024/2024-09.jsonl,878
2024-Q3,2024-09-12,Steve Daines,Republican,MT,Senate,"In Wake of Stillwater Mine Layoffs, Daines Introduces Bill to Ban Import of Critical Minerals from Russia, Support Montana Jobs",https://www.daines.senate.gov/2024/09/12/in-wake-of-stillwater-mine-layoffs-daines-introduces-bill-to-ban-import-of-critical-minerals-from-russia-support-montana-jobs/,congress_press/2024/2024-09.jsonl,936
2024-Q3,2024-09-12,Gary C. Peters,Democrat,MI,Senate,Senator Peters Urges Chinese Automakers to Provide Transparency into Chinese Communist Party Ties,https://www.peters.senate.gov/newsroom/press-releases/senator-peters-urges-chinese-automakers-to-provide-transparency-into-chinese-communist-party-ties,congress_press/2024/2024-09.jsonl,962
2024-Q3,2024-09-12,Tina Smith,Democrat,MN,Senate,U.S. Senator Tina Smith Announces Climate Resiliency Projects for Lower Sioux Indian Community,https://www.smith.senate.gov/u-s-senator-tina-smith-announces-climate-resiliency-projects-for-lower-sioux-indian-community/,congress_press/2024/2024-09.jsonl,974
2024-Q3,2024-09-13,Steve Daines,Republican,MT,Senate,Daines Demands Changes to Biden-Harris Admin on Policy that Hurts Montana Mines,https://www.daines.senate.gov/2024/09/13/daines-demands-changes-to-biden-harris-admin-on-policy-that-hurts-montana-mines/,congress_press/2024/2024-09.jsonl,1066
2024-Q3,2024-09-15,Joe Courtney,Democrat,CT,House,AUKUS Anniversary: Rep. Joe Courtney Joins ABC Australia,https://courtney.house.gov/media-center/press-releases/aukus-anniversary-rep-joe-courtney-joins-abc-australia,congress_press/2024/2024-09.jsonl,1090
2024-Q3,2024-09-17,Christopher Murphy,Democrat,CT,Senate,"Murphy, Warren, Scott, Lawmakers Warn Of Risks To National Security, Military Readiness Due To Reliance On Foreign Pharmaceuticals",https://www.murphy.senate.gov/newsroom/press-releases/murphy-warren-scott-lawmakers-warn-of-risks-to-national-security-military-readiness-due-to-reliance-on-foreign-pharmaceuticals,congress_press/2024/2024-09.jsonl,1333
2024-Q3,2024-09-19,Jodey C. Arrington,Republican,TX,House,"Arrington Holds ""Cost of the Biden-Harris Energy Crisis"" Hearing",https://arrington.house.gov/news/documentsingle.aspx?DocumentID=2445,congress_press/2024/2024-09.jsonl,1612
2024-Q3,2024-09-19,"Earl L. ""Buddy"" Carter",Republican,GA,House,Subcommittee Chair Carter Opening Remarks at Hearing to Hold the Radical Biden-Harris EPA Accountable,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=15090,congress_press/2024/2024-09.jsonl,1627
2024-Q3,2024-09-19,Bill Cassidy,Republican,LA,Senate,ICYMI: Dominican President Abinader Endorses Cassidy’s Americas Act,https://www.cassidy.senate.gov/newsroom/press-releases/icymi-dominican-president-abinader-endorses-cassidys-americas-act/,congress_press/2024/2024-09.jsonl,1759
2024-Q3,2024-09-19,Ron Wyden,Democrat,OR,Senate,"Wyden, Fetterman Urge Energy Department to Prioritize AI-Enabled Research that Supercharges Clean Energy Security and Reduces Environmental Impacts",https://www.wyden.senate.gov/news/press-releases/wyden-fetterman-urge-energy-department-to-prioritize-ai-enabled-research-that-supercharges-clean-energy-security-and-reduces-environmental-impacts,congress_press/2024/2024-09.jsonl,1814
2024-Q3,2024-09-20,James E. Clyburn,Democrat,SC,House,"CLYBURN CELEBRATES NEARLY $850 MILLION FOR SOUTH CAROLINA TO SUPPORT AMERICA’S BATTERY MANUFACTURING SECTOR, CREATE JOBS, AND ENHANCE NATIONAL SECURITY",https://clyburn.house.gov/clyburn-celebrates-nearly-850-million-for-south-carolina-to-support-americas-battery-manufacturing-sector-create-jobs-and-enhance-national-security/,congress_press/2024/2024-09.jsonl,1830
2024-Q3,2024-09-20,Deborah K. Ross,Democrat,NC,House,Congresswoman Ross Announces $100 Million in Federal Funding for Forge Battery Manufacturing from Bipartisan Infrastructure Law,https://ross.house.gov/2024/9/congresswoman-ross-announces-100-million-in-federal-funding-for-forge-battery-manufacturing-from-bipartisan-infrastructure-law,congress_press/2024/2024-09.jsonl,1906
2024-Q3,2024-09-20,Bradley Scott Schneider,Democrat,IL,House,Bipartisan Legislation Introduced to Promote U.S.-Israel Energy Development Cooperation,https://schneider.house.gov/media/press-releases/bipartisan-legislation-introduced-promote-us-israel-energy-development,congress_press/2024/2024-09.jsonl,1913
2024-Q3,2024-09-20,Troy A. Carter,Democrat,LA,House,Congressman Carter Celebrates Roughly $300 Million Investment in Louisiana’s Battery Manufacturing Plants,https://troycarter.house.gov/media/press-releases/congressman-carter-celebrates-roughly-300-million-investment-louisianas,congress_press/2024/2024-09.jsonl,1939
2024-Q3,2024-09-20,Shelley Moore Capito,Republican,WV,Senate,"Capito, Manchin, W.Va. Officials Announce Form Energy Selection for $150 Million to Build Out Battery Factory in Weirton",https://www.capito.senate.gov/news/press-releases/capito-manchin-wva-officials-announce-form-energy-selection-for-150-million-to-build-out-battery-factory-in-weirton,congress_press/2024/2024-09.jsonl,1952
2024-Q3,2024-09-20,Gary C. Peters,Democrat,MI,Senate,Senate Passes Peters Bipartisan Bill to Reduce Dependence on China and Other Adversarial Nations for Critical Minerals,https://www.peters.senate.gov/newsroom/press-releases/senate-passes-peters-bipartisan-bill-to-reduce-dependence-on-china-and-other-adversarial-nations-for-critical-minerals,congress_press/2024/2024-09.jsonl,1990
2024-Q3,2024-09-20,Gary C. Peters,Democrat,MI,Senate,Senators Peters and Stabenow Announce $355 Million in Funding for Michigan’s Battery Manufacturing Sector,https://www.peters.senate.gov/newsroom/press-releases/senators-peters-and-stabenow-announce-355-million-in-funding-for-michigans-battery-manufacturing-sector,congress_press/2024/2024-09.jsonl,1991
2024-Q3,2024-09-23,Gary C. Peters,Democrat,MI,Senate,Senator Peters Applauds New Biden Administration Rule Banning Chinese Vehicle Software and Technologies to Protect National Security,https://www.peters.senate.gov/newsroom/press-releases/senator-peters-applauds-new-biden-administration-rule-banning-chinese-vehicle-software-and-technologies-to-protect-national-security,congress_press/2024/2024-09.jsonl,2134
2024-Q3,2024-09-24,"Angus S. King, Jr.",Independent,ME,Senate,"In Historic Vote, Arctic Caucus Co-Chair Senator King Welcomes First Ambassador to the Arctic",https://www.king.senate.gov/newsroom/press-releases/in-historic-vote-arctic-caucus-co-chair-senator-king-welcomes-first-ambassador-to-the-arctic,congress_press/2024/2024-09.jsonl,2323
2024-Q3,2024-09-25,Marsha Blackburn,Republican,TN,Senate,"Blackburn, Kelly, Cornyn, Baldwin Introduce Bill to Stop School Bus Manufacturers Tied to Chinese Communist Party from Receiving Federal Funding",https://www.blackburn.senate.gov/2024/9/issues/education/blackburn-kelly-cornyn-baldwin-introduce-bill-to-stop-school-bus-manufacturers-tied-to-chinese-communist-party-from-receiving-federal-funding,congress_press/2024/2024-09.jsonl,2549
2024-Q3,2024-09-26,Bill Foster,Democrat,IL,House,"Foster Speaks on House Floor in Support of UAW Workers in Belvidere, Calls on Stellantis to Honor Agreement to Reopen Assembly Plant",https://foster.house.gov/media/press-releases/foster-speaks-house-floor-support-uaw-workers-belvidere-calls-stellantis-honor,congress_press/2024/2024-09.jsonl,2685
2024-Q3,2024-09-27,Russ Fulcher,Republican,ID,House,Fulcher Guthrie and Newhouse Introduce Bill to Secure America’s Midstream Critical Materials Supply Chain,https://fulcher.house.gov/2024/09/27/id-79cfa334-4f62-4374-b70d-c15cc6b9bf9d/,congress_press/2024/2024-09.jsonl,2898
2024-Q3,2024-09-27,Dan Newhouse,Republican,WA,House,Newhouse Leads Bill to Secure American Critical Mineral Supply Chain,https://newhouse.house.gov/media-center/press-releases/newhouse-leads-bill-secure-american-critical-mineral-supply-chain,congress_press/2024/2024-09.jsonl,2928
2024-Q3,2024-09-30,Jodey C. Arrington,Republican,TX,House,"Arrington, Newhouse Introduce Legislation to Illustrate Economic Impact of Mineral Withdrawals",https://arrington.house.gov/news/documentsingle.aspx?DocumentID=2457,congress_press/2024/2024-09.jsonl,3026
2024-Q3,2024-09-30,Steve Scalise,Republican,LA,House,Scalise's September Recap: House Republicans Accomplished Big Wins for the American People,https://scalise.house.gov/press-releases/Scalise%27s-September-Recap%3A-House-Republicans-Accomplished-Big-Wins-for-the-American-People,congress_press/2024/2024-09.jsonl,3079
2024-Q3,2024-09-30,Todd Young,Republican,IN,Senate,"Young, Colleagues Introduce Bipartisan Bill to Support Domestic Processing of Critical Minerals",https://www.young.senate.gov/newsroom/press-releases/young-colleagues-introduce-bipartisan-bill-to-support-domestic-processing-of-critical-minerals/,congress_press/2024/2024-09.jsonl,3126
2024-Q4,2024-10-08,Chuck Edwards,Republican,NC,House,Debunking Helene Response Myths,https://edwards.house.gov/media/press-releases/debunking-helene-response-myths,congress_press/2024/2024-10.jsonl,718
2024-Q4,2024-10-08,Bill Cassidy,Republican,LA,Senate,***MEDIA ADVISORY*** Cassidy Releases Agenda for Upcoming Energy Security Summit in Baton Rouge,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,congress_press/2024/2024-10.jsonl,768
2024-Q4,2024-10-10,Jodey C. Arrington,Republican,TX,House,Arrington Introduces Resolution Exposing Kamala Harris’ Disastrous Energy Policies,https://arrington.house.gov/news/documentsingle.aspx?DocumentID=2459,congress_press/2024/2024-10.jsonl,897
2024-Q4,2024-10-10,Tammy Baldwin,Democrat,WI,Senate,Baldwin Introduces Bipartisan Legislation to Stop Federally Funded School Buses from Being Manufactured in China,https://www.baldwin.senate.gov/news/press-releases/baldwin-introduces-bipartisan-legislation-to-stop-federally-funded-school-buses-from-being-manufactured-in-china,congress_press/2024/2024-10.jsonl,959
2024-Q4,2024-10-24,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER DELIVERS NEARLY $16 MILLION TO STEUBEN COUNTY, ALSTOM, & BINGHAMTON BATTERY HUB TO DEVELOP CUTTING EDGE BATTERY TECH AT ALSTOM’S HORNELL FACILITY FOR NEXT GEN ENERGY-EFFICIENT TRAINS",https://www.schumer.senate.gov/newsroom/press-releases/schumer-delivers-nearly-16-million-to-steuben-county-alstom-and-binghamton-battery-hub-to-develop-cutting-edge-battery-tech-at-alstoms-hornell-facility-for-next-gen-energy-efficient-trains,congress_press/2024/2024-10.jsonl,1858
2024-Q4,2024-10-25,Steven Horsford,Democrat,NV,House,Horsford Applauds New Lithium Project Bringing Jobs and Critical Minerals to Nevada,https://horsford.house.gov/media/press-releases/horsford-applauds-new-lithium-project-bringing-jobs-and-critical-minerals-to-nevada,congress_press/2024/2024-10.jsonl,1897
2024-Q4,2024-10-25,Jimmy Panetta,Democrat,CA,House,Rep. Panetta’s Statement Calling on Congress to Prioritize the Repeal of Outdated Trade Restrictions with Kazakhstan,https://panetta.house.gov/media/press-releases/rep-panettas-statement-calling-congress-prioritize-repeal-outdated-trade,congress_press/2024/2024-10.jsonl,1916
2024-Q4,2024-10-28,Rosa L. DeLauro,Democrat,CT,House,DeLauro Statement on Final Outbound Investment Rule,https://delauro.house.gov/media-center/press-releases/delauro-statement-final-outbound-investment-rule,congress_press/2024/2024-10.jsonl,2003
2024-Q4,2024-10-29,Nanette Diaz Barragán,Democrat,CA,House,Rep. Barragán Announces $411 Million in Funding for Port of Los Angeles to Electrify Based on Barragán’s Climate Smart Ports Act,https://barragan.house.gov/2024/10/29/rep-barragan-announces-411-million-in-funding-for-port-of-los-angeles-to-electrify-based-on-barragans-climate-smart-ports-act/,congress_press/2024/2024-10.jsonl,2074
2024-Q4,2024-10-29,Josh Harder,Democrat,CA,House,NEWS: Harder Secures Historic $110 Million for Port of Stockton,https://harder.house.gov/media/press-releases/news-harder-secures-historic-110-million-for-port-of-stockton,congress_press/2024/2024-10.jsonl,2091
2024-Q4,2024-10-29,Charles E. Schumer,Democrat,NY,Senate,SCHUMER ANNOUNCES FIVE NEW YORK TEAMS ADVANCE TO NEXT ROUND OF NATIONAL SCIENCE FOUNDATION “INNOVATION ENGINES” PROGRAM – CREATED BY SCHUMER’S CHIPS & SCIENCE LAW – TO COMPETE FOR UP TO $160 MILLION...,https://www.schumer.senate.gov/newsroom/press-releases/schumer-announces-five-new-york-teams-advance-to-next-round-of-national-science-foundation-innovation-engines-program_created-by-schumers-chips-and-science-law--to-compete-for-up-to-160-million-federal-investment,congress_press/2024/2024-10.jsonl,2161
2024-Q4,2024-10-30,Shelley Moore Capito,Republican,WV,Senate,Capito Accepts Inaugural West Virginia Women in Energy “Woman of the Year” Award,https://www.capito.senate.gov/news/press-releases/capito-accepts-inaugural-west-virginia-women-in-energy-woman-of-the-year-award,congress_press/2024/2024-10.jsonl,2233
2024-Q4,2024-10-30,Bill Cassidy,Republican,LA,Senate,Cassidy Discusses Infrastructure and Energy in Capital Region,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-discusses-infrastructure-and-energy-in-capital-region/,congress_press/2024/2024-10.jsonl,2234
2024-Q4,2024-10-31,Summer L. Lee,Democrat,PA,House,Rep. Lee Celebrates $1.6 Million in Federal Investment for Circular Battery Innovation in Pittsburgh,https://summerlee.house.gov/newsroom/press-releases/rep-lee-celebrates-16-million-in-federal-investment-for-circular-battery-innovation-in-pittsburgh,congress_press/2024/2024-10.jsonl,2307
2024-Q4,2024-11-01,Christopher Murphy,Democrat,CT,Senate,"Murphy, Congressional Delegation Announce $39 Million In Clean Ports Investments To Reduce Emissions, Improve Public Health In Southern Connecticut",https://www.murphy.senate.gov/newsroom/press-releases/murphy-congressional-delegation-announce-39-million-in-clean-ports-investments-to-reduce-emissions-improve-public-health-in-southern-connecticut,congress_press/2024/2024-11.jsonl,88
2024-Q4,2024-11-08,Mitch McConnell,Republican,KY,Senate,McConnell Announces Kentucky Selected as U.S. Army TNT Production Facility,https://www.mcconnell.senate.gov/public/index.cfm/pressreleases?ID=183CABD6-B9D0-41B8-B197-52ACB0146A45,congress_press/2024/2024-11.jsonl,296
2024-Q4,2024-12-04,Tim Kaine,Democrat,VA,Senate,Kaine & Cotton Introduce Legislation to Help Address Drug Shortages and Supply Chain Vulnerabilities,https://www.kaine.senate.gov/press-releases/kaine-and-cotton-introduce-legislation-to-help-address-drug-shortages-and-supply-chain-vulnerabilities,congress_press/2024/2024-12.jsonl,263
2024-Q4,2024-12-05,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER, GILLIBRAND, KENNEDY ANNOUNCE $2.3+ MILLION FOR ERIE COUNTY TO SUPERCHARGE ITS BATTERY RECYCLING PROGRAM VIA THE BIPARTISAN INFRASTRUCTURE & JOBS LAW",https://www.schumer.senate.gov/newsroom/press-releases/schumer-gillibrand-kennedy-announce-23-million-for-erie-county-to-supercharge-its-battery-recycling-program-via-the-bipartisan-infrastructure-and-jobs-law,congress_press/2024/2024-12.jsonl,415
2024-Q4,2024-12-05,Todd Young,Republican,IN,Senate,"Young, Coons Introduce Bill to Strengthen Critical Minerals Supply Chains",https://www.young.senate.gov/newsroom/press-releases/young-coons-introduce-bill-to-strengthen-critical-minerals-supply-chains/,congress_press/2024/2024-12.jsonl,437
2024-Q4,2024-12-09,John Fetterman,Democrat,PA,Senate,"Sens. Fetterman, Casey, Rep. Lee Praise $303.5 Million DOE Loan to Eos Energy Enterprises, Boosting Battery Manufacturing and Union Jobs in Pennsylvania",https://www.fetterman.senate.gov/sens-fetterman-casey-rep-lee-praise-303-5-million-doe-loan-to-eos-energy-enterprises-boosting-battery-manufacturing-and-union-jobs-in-pennsylvania/,congress_press/2024/2024-12.jsonl,632
2024-Q4,2024-12-10,Kevin Cramer,Republican,ND,Senate,U.S. Department of Energy Announces Nearly $1 Million to University of North Dakota,https://www.cramer.senate.gov/news/press-releases/us-department-of-energy-announcesnearly-1-million-to-university-of-north-dakota,congress_press/2024/2024-12.jsonl,790
2024-Q4,2024-12-11,Kathy Castor,Democrat,FL,House,"Critical Mineral Policy Working Group Unveils Bipartisan Legislation, Policy Report",https://castor.house.gov/news/documentsingle.aspx?DocumentID=404737,congress_press/2024/2024-12.jsonl,865
2024-Q4,2024-12-11,Tom Emmer,Republican,MN,House,Emmer Celebrates Inclusion of the Ammunition Supply Chain Act in the Annual Defense Bill,https://emmer.house.gov/media-center/press-releases/emmer-celebrates-inclusion-of-the-ammunition-supply-chain-act-in-the-annual-defense-bill,congress_press/2024/2024-12.jsonl,890
2024-Q4,2024-12-11,Chrissy Houlahan,Democrat,PA,House,Houlahan Supports 2025 National Defense Bill,https://houlahan.house.gov/news/documentsingle.aspx?DocumentID=4359,congress_press/2024/2024-12.jsonl,913
2024-Q4,2024-12-11,John Barrasso,Republican,WY,Senate,Barrasso: Repeal the Biden Car Bribe,https://www.barrasso.senate.gov/newsroom-news-releases-barrasso-repeal-the-biden-car-bribe/,congress_press/2024/2024-12.jsonl,1013
2024-Q4,2024-12-12,Charles E. Schumer,Democrat,NY,Senate,SCHUMER SECURES UP TO $500 MILLION IN NATIONAL DEFENSE BILL TO BOLSTER THE TECH HUBS PROGRAM HE CREATED IN HIS BIPARTISAN CHIPS & SCIENCE LAW TO POWER UPSTATE NY’S INNOVATION INDUSTRIES LIKE...,https://www.schumer.senate.gov/newsroom/press-releases/schumer-secures-up-to-500-million-in-national-defense-bill-to-bolster-the-tech-hubs-program-he-created-in-his-bipartisan-chips-and-science-law-to-power-upstate-nys-innovation-industries-like-semiconductors_batteries,congress_press/2024/2024-12.jsonl,1249
2024-Q4,2024-12-12,Elizabeth Warren,Democrat,MA,Senate,"Warren, Escobar Reintroduce Legislation to Strengthen Military Readiness, Adapt to Climate Change",https://www.warren.senate.gov/newsroom/press-releases/warren-escobar-reintroduce-legislation-to-strengthen-military-readiness-adapt-to-climate-change,congress_press/2024/2024-12.jsonl,1266
2024-Q4,2024-12-16,Paul Tonko,Democrat,NY,House,"Tonko, Pallone Mark 50 Years of Safe Drinking Water Act with Introduction of AQUA Act",https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4300,congress_press/2024/2024-12.jsonl,1474
2024-Q4,2024-12-16,Charles E. Schumer,Democrat,NY,Senate,"SCHUMER COMPLETES TOUR OF ALL OF NY’S 62 COUNTIES FOR 26TH YEAR IN A ROW; WITH THIS YEAR’S TOUR THE CULMINATION OF LEGISLATION HE CHAMPIONED DELIVERING BILLIONS FOR NY, CREATING THOUSANDS OF...",https://www.schumer.senate.gov/newsroom/press-releases/schumer-completes-tour-of-all-of-nys-62-counties-for-26th-year-in-a-row-with-this-years-tour-the-culmination-of-legislation-he-championed-delivering-billions-for-ny-creating-thousands-of-good-paying-jobs-and-laying-foundation-for-empire-states-future,congress_press/2024/2024-12.jsonl,1519
2024-Q4,2024-12-17,Troy Balderson,Republican,OH,House,Balderson Tapped to Lead House Energy Action Team (HEAT),https://balderson.house.gov/news/documentsingle.aspx?DocumentID=2744,congress_press/2024/2024-12.jsonl,1534
2024-Q4,2024-12-17,David Schweikert,Republican,AZ,House,Schweikert Legislation Expanding Affordable Pumped Storage Hydropower in Arizona Heads to President’s Desk,https://schweikert.house.gov/2024/12/17/schweikert-legislation-expanding-affordable-pumped-storage-hydropower-in-arizona-heads-to-presidents-desk/,congress_press/2024/2024-12.jsonl,1620
2024-Q4,2024-12-17,Marsha Blackburn,Republican,TN,Senate,"Bipartisan, Bicameral Legislation to Prevent Supply Chain Disruptions, Protect American Producers & Pocketbooks, Set to Pass in End of Year Package",https://www.blackburn.senate.gov/2024/12/issues/technology/bipartisan-bicameral-legislation-to-prevent-supply-chain-disruptions-protect-american-producers-pocketbooks-set-to-pass-in-end-of-year-package,congress_press/2024/2024-12.jsonl,1642
2024-Q4,2024-12-18,"Frank Pallone, Jr.",Democrat,NJ,House,Pallone’s Leadership Delivers Major Consumer Wins in Government Funding Bill,https://pallone.house.gov/media/press-releases/pallones-leadership-delivers-major-consumer-wins-government-funding-bill,congress_press/2024/2024-12.jsonl,1769
2024-Q4,2024-12-18,Shelley Moore Capito,Republican,WV,Senate,Capito Statement on EPA Approval of California Waiver to Ban New Gas-Powered Cars,https://www.capito.senate.gov/news/press-releases/capito-statement-on-epa-approval-of-california-waiver-to-ban-new-gas-powered-cars,congress_press/2024/2024-12.jsonl,1809
2024-Q4,2024-12-18,Mazie K. Hirono,Democrat,HI,Senate,Senate Passes National Defense Authorization Act Containing Over $11 Billion in Hirono-led Provisions to Strengthen National Security,https://www.hirono.senate.gov/news/press-releases/senate-passes-national-defense-authorization-act-containing-over-11-billion-in-hirono-led-provisions-to-strengthen-national-security,congress_press/2024/2024-12.jsonl,1857
2024-Q4,2024-12-18,Tommy Tuberville,Republican,AL,Senate,ICYMI: Tuberville on “Mornings with Maria”: CR is Democrat Wish List,https://www.tuberville.senate.gov/newsroom/press-releases/icymi-tuberville-on-mornings-with-maria-cr-is-democrat-wish-list/,congress_press/2024/2024-12.jsonl,1916
2024-Q4,2024-12-18,Tommy Tuberville,Republican,AL,Senate,Tuberville Secures Major Wins for Alabama and Military,https://www.tuberville.senate.gov/newsroom/press-releases/tuberville-secures-major-wins-for-alabama-and-military/,congress_press/2024/2024-12.jsonl,1918
2024-Q4,2024-12-18,Mark R. Warner,Democrat,VA,Senate,Warner Praises Passage of the FY25 Intelligence Authorization Act,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=3DC14127-521C-4DF4-82AB-3CB206A83AF4,congress_press/2024/2024-12.jsonl,1921
2024-Q4,2024-12-19,Daniel S. Goldman,Democrat,NY,House,"At Musk and Trump's Direction, House Republicans Deny Crucial Aid for New York Disaster Victims, 9/11 First Responders, Working Families",https://goldman.house.gov/media/press-releases/musk-and-trumps-direction-house-republicans-deny-crucial-aid-new-york-disaster,congress_press/2024/2024-12.jsonl,1991
2024-Q4,2024-12-19,Harriet M. Hageman,Republican,WY,House,Hageman Introduces Legislation to Protect Wyoming’s Jobs and Energy from Biden’s Favoritism,https://hageman.house.gov/media/press-releases/hageman-introduces-legislation-protect-wyomings-jobs-and-energy-bidens,congress_press/2024/2024-12.jsonl,1995
2024-Q4,2024-12-19,"Frank Pallone, Jr.",Democrat,NJ,House,"Pallone Blasts House Republicans for Caving to Elon Musk, Putting Critical New Jersey Relief at Risk",https://pallone.house.gov/media/press-releases/pallone-blasts-house-republicans-caving-elon-musk-putting-critical-new-jersey,congress_press/2024/2024-12.jsonl,2030
2024-Q4,2024-12-20,"Earl L. ""Buddy"" Carter",Republican,GA,House,Carter statement on EPA approving California’s gas-powered car ban,https://buddycarter.house.gov/news/documentsingle.aspx?DocumentID=15303,congress_press/2024/2024-12.jsonl,2187
2024-Q4,2024-12-20,Rosa L. DeLauro,Democrat,CT,House,DeLauro in Letter to Congressional Leadership: Musk Chaos in Government Funding Process Protects His Chinese Investments,https://delauro.house.gov/media-center/press-releases/delauro-letter-congressional-leadership-musk-chaos-government-funding,congress_press/2024/2024-12.jsonl,2212
2024-Q4,2024-12-20,Marsha Blackburn,Republican,TN,Senate,"Blackburn, Bennet, Tillis, Coons Introduce Bill to Strengthen Domestic Semiconductor Supply Chains",https://www.blackburn.senate.gov/2024/12/issues/jobs-and-economy/blackburn-bennet-tillis-coons-introduce-bill-to-strengthen-domestic-semiconductor-supply-chains,congress_press/2024/2024-12.jsonl,2318
2024-Q4,2024-12-20,Gary C. Peters,Democrat,MI,Senate,Senator Peters Urges Commerce Department to Finalize New Rule to Protect National Security and Secure U.S. Automotive Supply Chains,https://www.peters.senate.gov/newsroom/press-releases/senator-peters-urges-commerce-department-to-finalize-new-rule-to-protect-national-security-and-secure-us-automotive-supply-chains,congress_press/2024/2024-12.jsonl,2368
2024-Q4,2024-12-22,Steve Scalise,Republican,LA,House,Scalise's End-of-Congress Recap: House Republicans Delivered Wins Despite Slim Majority,https://scalise.house.gov/press-releases/Scalise%27s-End-of-Congress-Recap%3A-House-Republicans-Delivered-Wins-Despite-Slim-Majority,congress_press/2024/2024-12.jsonl,2462
